00:08:AF;Novatec Corpora
00:08:B0;BKtel communica
00:08:B1;ProQuent System
00:08:B2;SHENZHEN COMPAS
00:08:B3;Fastwel
00:08:B4;SYSPOL
00:08:B5;TAI GUEN ENTERP
00:08:B6;RouteFree,Inc.
00:08:B7;HIT Incorporate
00:08:B8;E.F. Johnson
00:08:B9;KAON MEDIA Co.,
00:08:BA;Erskine Systems
00:08:BB;NetExcell
00:08:BC;Ilevo AB
00:08:BD;TEPG-US
00:08:BE;XENPAK MSA Grou
00:08:BF;Aptus Elektroni
00:08:C0;ASA SYSTEMS
00:08:C1;Avistar Communi
00:08:C2;Cisco Systems
00:08:C3;Contex A/S
00:08:C4;Hikari Co.,Ltd.
00:08:C5;Liontech Co.,Lt
00:08:C6;Philips Consume
00:08:C7;Hewlett Packard
00:08:C8;Soneticom,Inc.
00:08:C9;TechniSat Digit
00:08:CA;TwinHan Technol
00:08:CB;Zeta Broadband 
00:08:CC;Remotec,Inc.
00:08:CD;With-Net Inc
00:08:CE;IPMobileNet Inc
00:08:CF;Nippon Koei Pow
00:08:D0;Musashi Enginee
00:08:D1;KAREL INC.
00:08:D2;ZOOM Networks I
00:08:D3;Hercules Techno
00:08:D4;IneoQuest Techn
00:08:D5;Vanguard Networ
00:08:D6;HASSNET Inc.
00:08:D7;HOW CORPORATION
00:08:D8;Dowkey Microwav
00:08:D9;Mitadenshi Co.,
00:08:DA;SofaWare Techno
00:08:DB;Corrigent Syste
00:08:DC;Wiznet
00:08:DD;Telena Communic
00:08:DE;3UP Systems
00:08:DF;Alistel Inc.
00:08:E0;ATO Technology 
00:08:E1;Barix AG
00:08:E2;Cisco Systems
00:08:E3;Cisco Systems
00:08:E4;Envenergy Inc
00:08:E5;IDK Corporation
00:08:E6;Littlefeet
00:08:E7;SHI ControlSyst
00:08:E8;Excel Master Lt
00:08:E9;NextGig
00:08:EA;Motion Control 
00:08:EB;ROMWin Co.,Ltd.
00:08:EC;Zonu,Inc.
00:08:ED;ST&T Instrument
00:08:EE;Logic Product D
00:08:EF;DIBAL,S.A.
00:08:F0;Next Generation
00:08:F1;Voltaire
00:08:F2;C&S Technology
00:08:F3;WANY
00:08:F4;Bluetake Techno
00:08:F5;YESTECHNOLOGY C
00:08:F6;Sumitomo Electr
00:08:F7;Hitachi Ltd,Sem
00:08:F8;Guardall Ltd
00:08:F9;Padcom,Inc.
00:08:FA;Karl E.Brinkman
00:08:FB;SonoSite,Inc.
00:08:FC;Gigaphoton Inc.
00:08:FD;BlueKorea Co.,L
00:08:FE;UNIK C&C Co.,Lt
00:08:FF;Trilogy Communi
00:09:00;TMT
00:09:01;Shenzhen Shixun
00:09:02;Redline Communi
00:09:03;Panasas,Inc
00:09:04;MONDIAL electro
00:09:05;iTEC Technologi
00:09:06;Esteem Networks
00:09:07;Chrysalis Devel
00:09:08;VTech Technolog
00:09:09;Telenor Connect
00:09:0A;SnedFar Technol
00:09:0B;MTL  Instrument
00:09:0C;Mayekawa Mfg. C
00:09:0D;LEADER ELECTRON
00:09:0E;Helix Technolog
00:09:0F;Fortinet Inc.
00:09:10;Simple Access I
00:09:11;Cisco Systems
00:09:12;Cisco Systems
00:09:13;SystemK Corpora
00:09:14;COMPUTROLS INC.
00:09:15;CAS Corp.
00:09:16;Listman Home Te
00:09:17;WEM Technology 
00:09:18;SAMSUNG TECHWIN
00:09:19;MDS Gateways
00:09:1A;Macat Optics & 
00:09:1B;Digital Generat
00:09:1C;CacheVision,Inc
00:09:1D;Proteam Compute
00:09:1E;Firstech Techno
00:09:1F;A&amp;D Co.,Ltd
00:09:20;EpoX COMPUTER C
00:09:21;Planmeca Oy
00:09:22;TST Biometrics 
00:09:23;Heaman System C
00:09:24;Telebau GmbH
00:09:25;VSN Systemen BV
00:09:26;YODA COMMUNICAT
00:09:27;TOYOKEIKI CO.,L
00:09:28;Telecore
00:09:29;Sanyo Industrie
00:09:2A;MYTECS Co.,Ltd.
00:09:2B;iQstor Networks
00:09:2C;Hitpoint Inc.
00:09:2D;HTC Corporation
00:09:2E;B&Tech System I
00:09:2F;Akom Technology
00:09:30;AeroConcierge I
00:09:31;Future Internet
00:09:32;Omnilux
00:09:33;OPTOVALLEY Co. 
00:09:34;Dream-Multimedi
00:09:35;Sandvine Incorp
00:09:36;Ipetronik GmbH 
00:09:37;Inventec Applia
00:09:38;Allot Communica
00:09:39;ShibaSoku Co.,L
00:09:3A;Molex Fiber Opt
00:09:3B;HYUNDAI NETWORK
00:09:3C;Jacques Technol
00:09:3D;Newisys,Inc.
00:09:3E;C&I Technologie
00:09:3F;Double-Win Ente
00:09:40;AGFEO GmbH & Co
00:09:41;Allied Telesis 
00:09:42;CRESCO,LTD.
00:09:43;Cisco Systems
00:09:44;Cisco Systems
00:09:45;Palmmicro Commu
00:09:46;Cluster Labs Gm
00:09:47;Aztek,Inc.
00:09:48;Vista Control S
00:09:49;Glyph Technolog
00:09:4A;Homenet Communi
00:09:4B;FillFactory NV
00:09:4C;Communication W
00:09:4D;Braintree Commu
00:09:4E;BARTECH SYSTEMS
00:09:4F;elmegt GmbH & C
00:09:50;Independent Sto
00:09:51;Apogee Instrume
00:09:52;Auerswald GmbH 
00:09:53;Linkage System 
00:09:54;AMiT spol. s. r
00:09:55;Young Generatio
00:09:56;Network Systems
00:09:57;Supercaller,Inc
00:09:58;INTELNET S.A.
00:09:59;Sitecsoft
00:09:5A;RACEWOOD TECHNO
00:09:5B;Netgear,Inc.
00:09:5C;Philips Medical
00:09:5D;Dialogue Techno
00:09:5E;Masstech Group 
00:09:5F;Telebyte,Inc.
00:09:60;YOZAN Inc.
00:09:61;Switchgear and 
00:09:62;Sonitor Technol
00:09:63;Dominion Laserc
00:09:64;Hi-Techniques,I
00:09:65;HyunJu Computer
00:09:66;Thales Navigati
00:09:67;Tachyon,Inc
00:09:68;TECHNOVENTURE,I
00:09:69;Meret Optical C
00:09:6A;Cloverleaf Comm
00:09:6B;IBM Corporation
00:09:6C;Imedia Semicond
00:09:6D;Powernet Techno
00:09:6E;GIANT ELECTRONI
00:09:6F;Beijing Zhongqi
00:09:70;Vibration Resea
00:09:71;Time Management
00:09:72;Securebase,Inc
00:09:73;Lenten Technolo
00:09:74;Innopia Technol
00:09:75;fSONA Communica
00:09:76;Datasoft ISDN S
00:09:77;Brunner Elektro
00:09:78;AIJI System Co.
00:09:79;Advanced Televi
00:09:7A;Louis Design La
00:09:7B;Cisco Systems
00:09:7C;Cisco Systems
00:09:7D;SecWell Network
00:09:7E;IMI TECHNOLOGY 
00:09:7F;Vsecure 2000 LT
00:09:80;Power Zenith In
00:09:81;Newport Network
00:09:82;Loewe Opta GmbH
00:09:83;Gvision Incorpo
00:09:84;MyCasa Network 
00:09:85;Auto Telecom Co
00:09:86;Metalink LTD.
00:09:87;NISHI NIPPON EL
00:09:88;Nudian Electron
00:09:89;VividLogic Inc.
00:09:8A;EqualLogic Inc
00:09:8B;Entropic Commun
00:09:8C;Option Wireless
00:09:8D;Velocity Semico
00:09:8E;ipcas GmbH
00:09:8F;Cetacean Networ
00:09:90;ACKSYS Communic
00:09:91;GE Fanuc Automa
00:09:92;InterEpoch Tech
00:09:93;Visteon Corpora
00:09:94;Cronyx Engineer
00:09:95;Castle Technolo
00:09:96;RDI
00:09:97;Nortel Networks
00:09:98;Capinfo Company
00:09:99;CP GEORGES RENA
00:09:9A;ELMO COMPANY,LI
00:09:9B;Western Telemat
00:09:9C;Naval Research 
00:09:9D;Haliplex Commun
00:09:9E;Testech,Inc.
00:09:9F;VIDEX INC.
00:09:A0;Microtechno Cor
00:09:A1;Telewise Commun
00:09:A2;Interface Co.,L
00:09:A3;Leadfly Techolo
00:09:A4;HARTEC Corporat
00:09:A5;HANSUNG ELETRON
00:09:A6;Ignis Optics,In
00:09:A7;Bang & Olufsen 
00:09:A8;Eastmode Pte Lt
00:09:A9;Ikanos Communic
00:09:AA;Data Comm for B
00:09:AB;Netcontrol Oy
00:09:AC;LANVOICE
00:09:AD;HYUNDAI SYSCOMM
00:09:AE;OKANO ELECTRIC 
00:09:AF;e-generis
00:09:B0;Onkyo Corporati
00:09:B1;Kanematsu Elect
00:09:B2;L&F Inc.
00:09:B3;MCM Systems Ltd
00:09:B4;KISAN TELECOM C
00:09:B5;3J Tech. Co.,Lt
00:09:B6;Cisco Systems
00:09:B7;Cisco Systems
00:09:B8;Entise Systems
00:09:B9;Action Imaging 
00:09:BA;MAKU Informatio
00:09:BB;MathStar,Inc.
00:09:BC;Digital Safety 
00:09:BD;Epygi Technolog
00:09:BE;Mamiya-OP Co.,L
00:09:BF;Nintendo Co.,Lt
00:09:C0;6WIND
00:09:C1;PROCES-DATA A/S
00:09:C2;Onity,Inc.
00:09:C3;NETAS
00:09:C4;Medicore Co.,Lt
00:09:C5;KINGENE Technol
00:09:C6;Visionics Corpo
00:09:C7;Movistec
00:09:C8;SINAGAWA TSUSHI
00:09:C9;BlueWINC Co.,Lt
00:09:CA;iMaxNetworks(Sh
00:09:CB;HBrain
00:09:CC;Moog GmbH
00:09:CD;HUDSON SOFT CO.
00:09:CE;SpaceBridge Sem
00:09:CF;iAd GmbH
00:09:D0;Solacom Technol
00:09:D1;SERANOA NETWORK
00:09:D2;Mai Logic Inc.
00:09:D3;Western DataCom
00:09:D4;Transtech Netwo
00:09:D5;Signal Communic
00:09:D6;KNC One GmbH
00:09:D7;DC Security Pro
00:09:D8;Fält Communicat
00:09:D9;Neoscale System
00:09:DA;Control Module 
00:09:DB;eSpace
00:09:DC;Galaxis Technol
00:09:DD;Mavin Technolog
00:09:DE;Samjin Informat
00:09:DF;Vestel Komunika
00:09:E0;XEMICS S.A.
00:09:E1;Gemtek Technolo
00:09:E2;Sinbon Electron
00:09:E3;Angel Iglesias 
00:09:E4;K Tech Infosyst
00:09:E5;Hottinger Baldw
00:09:E6;Cyber Switching
00:09:E7;ADC Techonology
00:09:E8;Cisco Systems
00:09:E9;Cisco Systems
00:09:EA;YEM Inc.
00:09:EB;HuMANDATA LTD.
00:09:EC;Daktronics,Inc.
00:09:ED;CipherOptics
00:09:EE;MEIKYO ELECTRIC
00:09:EF;Vocera Communic
00:09:F0;Shimizu Technol
00:09:F1;Yamaki Electric
00:09:F2;Cohu,Inc.,Elect
00:09:F3;WELL Communicat
00:09:F4;Alcon Laborator
00:09:F5;Emerson Network
00:09:F6;Shenzhen Easter
00:09:F7;SED,a division 
00:09:F8;UNIMO TECHNOLOG
00:09:F9;ART JAPAN CO.,L
00:09:FB;Philips Patient
00:09:FC;IPFLEX Inc.
00:09:FD;Ubinetics Limit
00:09:FE;Daisy Technolog
00:09:FF;X.net 2000 GmbH
00:0A:00;Mediatek Corp.
00:0A:01;SOHOware,Inc.
00:0A:02;ANNSO CO.,LTD.
00:0A:03;ENDESA SERVICIO
00:0A:04;3Com Ltd
00:0A:05;Widax Corp.
00:0A:06;Teledex LLC
00:0A:07;WebWayOne Ltd
00:0A:08;ALPINE ELECTRON
00:0A:09;TaraCom Integra
00:0A:0A;SUNIX Co.,Ltd.
00:0A:0B;Sealevel System
00:0A:0C;Scientific Rese
00:0A:0D;MergeOptics Gmb
00:0A:0E;Invivo Research
00:0A:0F;Ilryung Telesys
00:0A:10;FAST media inte
00:0A:11;ExPet Technolog
00:0A:12;Azylex Technolo
00:0A:13;Honeywell Video
00:0A:14;TECO a.s.
00:0A:15;Silicon Data,In
00:0A:16;Lassen Research
00:0A:17;NESTAR COMMUNIC
00:0A:18;Vichel Inc.
00:0A:19;Valere Power,In
00:0A:1A;Imerge Ltd
00:0A:1B;Stream Labs
00:0A:1C;Bridge Informat
00:0A:1D;Optical Communi
00:0A:1E;Red-M Products 
00:0A:1F;ART WARE Teleco
00:0A:20;SVA Networks,In
00:0A:21;Integra Telecom
00:0A:22;Amperion Inc
00:0A:23;Parama Networks
00:0A:24;Octave Communic
00:0A:25;CERAGON NETWORK
00:0A:26;CEIA S.p.A.
00:0A:27;Apple Computer,
00:0A:28;Motorola
00:0A:29;Pan Dacom Netwo
00:0A:2A;QSI Systems Inc
00:0A:2B;Etherstuff
00:0A:2C;Active Tchnolog
00:0A:2D;Cabot Communica
00:0A:2E;MAPLE NETWORKS 
00:0A:2F;Artnix Inc.
00:0A:30;Johnson Control
00:0A:31;HCV Wireless
00:0A:32;Xsido Corporati
00:0A:33;Emulex Corporat
00:0A:34;Identicard Syst
00:0A:35;Xilinx
00:0A:36;Synelec Telecom
00:0A:37;Procera Network
00:0A:38;Apani Networks
00:0A:39;LoPA Informatio
00:0A:3A;J-THREE INTERNA
00:0A:3B;GCT Semiconduct
00:0A:3C;Enerpoint Ltd.
00:0A:3D;Elo Sistemas El
00:0A:3E;EADS Telecom
00:0A:3F;Data East Corpo
00:0A:40;Crown Audio -- 
00:0A:41;Cisco Systems
00:0A:42;Cisco Systems
00:0A:43;Chunghwa Teleco
00:0A:44;Avery Dennison 
00:0A:45;Audio-Technica 
00:0A:46;ARO Controls SA
00:0A:47;Allied Vision T
00:0A:48;Albatron Techno
00:0A:49;F5 Networks,Inc
00:0A:4A;Targa Systems L
00:0A:4B;DataPower Techn
00:0A:4C;Molecular Devic
00:0A:4D;Noritz Corporat
00:0A:4E;UNITEK Electron
00:0A:4F;Brain Boxes Lim
00:0A:50;REMOTEK CORPORA
00:0A:51;GyroSignal Tech
00:0A:52;AsiaRF Ltd.
00:0A:53;Intronics,Incor
00:0A:54;Laguna Hills,In
00:0A:55;MARKEM Corporat
00:0A:56;HITACHI Maxell 
00:0A:57;Hewlett-Packard
00:0A:58;Ingenieur-Buero
00:0A:59;HW server
00:0A:5A;GreenNET Techno
00:0A:5B;Power-One as
00:0A:5C;Carel s.p.a.
00:0A:5D;PUC Founder (MS
00:0A:5E;3COM Corporatio
00:0A:5F;almedio inc.
00:0A:60;Autostar Techno
00:0A:61;Cellinx Systems
00:0A:62;Crinis Networks
00:0A:63;DHD GmbH
00:0A:64;Eracom Technolo
00:0A:65;GentechMedia.co
00:0A:66;MITSUBISHI ELEC
00:0A:67;OngCorp
00:0A:68;SolarFlare Comm
00:0A:69;SUNNY bell Tech
00:0A:6A;SVM Microwaves 
00:0A:6B;Tadiran Telecom
00:0A:6C;Walchem Corpora
00:0A:6D;EKS Elektroniks
00:0A:6E;Broadcast Techn
00:0A:6F;ZyFLEX Technolo
00:0A:70;MPLS Forum
00:0A:71;Avrio Technolog
00:0A:72;STEC,INC.
00:0A:73;Scientific Atla
00:0A:74;Manticom Networ
00:0A:75;Caterpillar,Inc
00:0A:76;Beida Jade Bird
00:0A:77;Bluewire Techno
00:0A:78;OLITEC
00:0A:79;Allied Telesis 
00:0A:7A;Kyoritsu Electr
00:0A:7B;Cornelius Consu
00:0A:7C;Tecton Ltd
00:0A:7D;Valo,Inc.
00:0A:7E;The Advantage G
00:0A:7F;Teradon Industr
00:0A:80;Telkonet Inc.
00:0A:81;TEIMA Audiotex 
00:0A:82;TATSUTA SYSTEM 
00:0A:83;SALTO SYSTEMS S
00:0A:84;Rainsun Enterpr
00:0A:85;PLAT'C2,Inc
00:0A:86;Lenze
00:0A:87;Integrated Micr
00:0A:88;InCypher S.A.
00:0A:89;Creval Systems,
00:0A:8A;Cisco Systems
00:0A:8B;Cisco Systems
00:0A:8C;Guardware Syste
00:0A:8D;EUROTHERM LIMIT
00:0A:8E;Invacom Ltd
00:0A:8F;Aska Internatio
00:0A:90;Bayside Interac
00:0A:91;HemoCue AB
00:0A:92;Presonus Corpor
00:0A:93;W2 Networks,Inc
00:0A:94;ShangHai cellin
00:0A:95;Apple Computer,
00:0A:96;MEWTEL TECHNOLO
00:0A:97;SONICblue,Inc.
00:0A:98;M+F Gwinner Gmb
00:0A:99;Dataradio Inc.
00:0A:9A;Aiptek Internat
00:0A:9B;Towa Meccs Corp
00:0A:9C;Server Technolo
00:0A:9D;King Young Tech
00:0A:9E;BroadWeb Corpor
00:0A:9F;Pannaway Techno
00:0A:A0;Cedar Point Com
00:0A:A1;V V S Limited
00:0A:A2;SYSTEK INC.
00:0A:A3;SHIMAFUJI ELECT
00:0A:A4;SHANGHAI SURVEI
00:0A:A5;MAXLINK INDUSTR
00:0A:A6;Hochiki Corpora
00:0A:A7;FEI Electron Op
00:0A:A8;ePipe Pty. Ltd.
00:0A:A9;Brooks Automati
00:0A:AA;AltiGen Communi
00:0A:AB;Toyota Technica
00:0A:AC;TerraTec Electr
00:0A:AD;Stargames Corpo
00:0A:AE;Rosemount Proce
00:0A:AF;Pipal Systems
00:0A:B0;LOYTEC electron
00:0A:B1;GENETEC Corpora
00:0A:B2;Fresnel Wireles
00:0A:B3;Fa. GIRA
00:0A:B4;ETIC Telecommun
00:0A:B5;Digital Electro
00:0A:B6;COMPUNETIX,INC
00:0A:B7;Cisco Systems
00:0A:B8;Cisco Systems
00:0A:B9;Astera Technolo
00:0A:BA;Arcon Technolog
00:0A:BB;Taiwan Secom Co
00:0A:BC;Seabridge Ltd.
00:0A:BD;Rupprecht & Pat
00:0A:BE;OPNET Technolog
00:0A:BF;HIROTA SS
00:0A:C0;Fuyoh Video Ind
00:0A:C1;Futuretel
00:0A:C2;FiberHome Telec
00:0A:C3;eM Technics Co.
00:0A:C4;Daewoo Teletech
00:0A:C5;Color Kinetics
00:0A:C6;Ceterus Network
00:0A:C7;Unication Group
00:0A:C8;ZPSYS CO.,LTD. 
00:0A:C9;Zambeel Inc
00:0A:CA;YOKOYAMA SHOKAI
00:0A:CB;XPAK MSA Group
00:0A:CC;Winnow Networks
00:0A:CD;Sunrich Technol
00:0A:CE;RADIANTECH,INC.
00:0A:CF;PROVIDEO Multim
00:0A:D0;Niigata Develom
00:0A:D1;MWS
00:0A:D2;JEPICO Corporat
00:0A:D3;INITECH Co.,Ltd
00:0A:D4;CoreBell System
00:0A:D5;Brainchild Elec
00:0A:D6;BeamReach Netwo
00:0A:D7;Origin ELECTRIC
00:0A:D8;IPCserv Technol
00:0A:D9;Sony Ericsson M
00:0A:DA;Vindicator Tech
00:0A:DB;SkyPilot Networ
00:0A:DC;RuggedCom Inc.
00:0A:DD;Allworx Corp.
00:0A:DE;Happy Communica
00:0A:DF;Gennum Corporat
00:0A:E0;Fujitsu Softek
00:0A:E1;EG Technology
00:0A:E2;Binatone Electr
00:0A:E3;YANG MEI TECHNO
00:0A:E4;Wistron Corp.
00:0A:E5;ScottCare Corpo
00:0A:E6;Elitegroup Comp
00:0A:E7;ELIOP S.A.
00:0A:E8;Cathay Roxus In
00:0A:E9;AirVast Technol
00:0A:EA;ADAM ELEKTRONIK
00:0A:EB;Shenzhen Tp-Lin
00:0A:EC;Koatsu Gas Kogy
00:0A:ED;HARTING Systems
00:0A:EE;GCD Hard- & Sof
00:0A:EF;OTRUM ASA
00:0A:F0;SHIN-OH ELECTRO
00:0A:F1;Clarity Design,
00:0A:F2;NeoAxiom Corp.
00:0A:F3;Cisco Systems
00:0A:F4;Cisco Systems
00:0A:F5;Airgo Networks,
00:0A:F6;Emerson Climate
00:0A:F7;Broadcom Corp.
00:0A:F8;American Teleca
00:0A:F9;HiConnect,Inc.
00:0A:FA;Traverse Techno
00:0A:FB;Ambri Limited
00:0A:FC;Core Tec Commun
00:0A:FD;Viking Electron
00:0A:FE;NovaPal Ltd
00:0A:FF;Kilchherr Elekt
00:0B:00;FUJIAN START CO
00:0B:01;DAIICHI ELECTRO
00:0B:02;Dallmeier elect
00:0B:03;Taekwang Indust
00:0B:04;Volktek Corpora
00:0B:05;Pacific Broadba
00:0B:06;Motorola BCS
00:0B:07;Voxpath Network
00:0B:08;Pillar Data Sys
00:0B:09;Ifoundry System
00:0B:0A;dBm Optics
00:0B:0B;Corrent Corpora
00:0B:0C;Agile Systems I
00:0B:0D;Air2U,Inc.
00:0B:0E;Trapeze Network
00:0B:0F;Nyquist Industr
00:0B:10;11wave Technonl
00:0B:11;HIMEJI ABC TRAD
00:0B:12;NURI Telecom Co
00:0B:13;ZETRON INC
00:0B:14;ViewSonic Corpo
00:0B:15;Platypus Techno
00:0B:16;Communication M
00:0B:17;MKS Instruments
00:0B:18;PRIVATE
00:0B:19;Vernier Network
00:0B:1A;Industrial Defe
00:0B:1B;Systronix,Inc.
00:0B:1C;SIBCO bv
00:0B:1D;LayerZero Power
00:0B:1E;KAPPA opto-elec
00:0B:1F;I CON Computer 
00:0B:20;Hirata corporat
00:0B:21;G-Star Communic
00:0B:22;Environmental S
00:0B:23;Siemens Subscri
00:0B:24;AirLogic
00:0B:25;Aeluros
00:0B:26;Wetek Corporati
00:0B:27;Scion Corporati
00:0B:28;Quatech Inc.
00:0B:29;LS(LG) Industri
00:0B:2A;HOWTEL Co.,Ltd.
00:0B:2B;HOSTNET CORPORA
00:0B:2C;Eiki Industrial
00:0B:2D;Danfoss Inc.
00:0B:2E;Cal-Comp Electr
00:0B:2F;bplan GmbH
00:0B:30;Beijing Gongye 
00:0B:31;Yantai ZhiYang 
00:0B:32;VORMETRIC,INC.
00:0B:33;Vivato
00:0B:34;ShangHai Broadb
00:0B:35;Quad Bit System
00:0B:36;Productivity Sy
00:0B:37;MANUFACTURE DES
00:0B:38;Knuerr AG
00:0B:39;Keisoku Giken C
00:0B:3A;QuStream Corpor
00:0B:3B;devolo AG
00:0B:3C;Cygnal Integrat
00:0B:3D;CONTAL OK Ltd.
00:0B:3E;BittWare,Inc
00:0B:3F;Anthology Solut
00:0B:40;OpNext Inc.
00:0B:41;Ing. Buero Dr. 
00:0B:42;commax Co.,Ltd.
00:0B:43;Microscan Syste
00:0B:44;Concord IDea Co
00:0B:45;Cisco
00:0B:46;Cisco
00:0B:47;Advanced Energy
00:0B:48;sofrel
00:0B:49;RF-Link System 
00:0B:4A;Visimetrics (UK
00:0B:4B;VISIOWAVE SA
00:0B:4C;Clarion (M) Sdn
00:0B:4D;Emuzed
00:0B:4E;VertexRSI,Gener
00:0B:4F;Verifone,INC.
00:0B:50;Oxygnet
00:0B:51;Micetek Interna
00:0B:52;JOYMAX ELECTRON
00:0B:53;INITIUM Co.,Ltd
00:0B:54;BiTMICRO Networ
00:0B:55;ADInstruments
00:0B:56;Cybernetics
00:0B:57;Silicon Laborat
00:0B:58;Astronautics C.
00:0B:59;ScriptPro,LLC
00:0B:5A;HyperEdge
00:0B:5B;Rincon Research
00:0B:5C;Newtech Co.,Ltd
00:0B:5D;FUJITSU LIMITED
00:0B:5E;Audio Engineeri
00:0B:5F;Cisco Systems
00:0B:60;Cisco Systems
00:0B:61;Friedrich Lütze
00:0B:62;Ingenieurbuero 
00:0B:63;Kaleidescape
00:0B:64;Kieback & Peter
00:0B:65;Sy.A.C. srl
00:0B:66;Teralink Commun
00:0B:67;Topview Technol
00:0B:68;Addvalue Commun
00:0B:69;Franke Finland 
00:0B:6A;Asiarock Incorp
00:0B:6B;Wistron Neweb C
00:0B:6C;Sychip Inc.
00:0B:6D;SOLECTRON JAPAN
00:0B:6E;Neff Instrument
00:0B:6F;Media Streaming
00:0B:70;Load Technology
00:0B:71;Litchfield Comm
00:0B:72;Lawo AG
00:0B:73;Kodeos Communic
00:0B:74;Kingwave Techno
00:0B:75;Iosoft Ltd.
00:0B:76;ET&T Technology
00:0B:77;Cogent Systems,
00:0B:78;TAIFATECH INC.
00:0B:79;X-COM,Inc.
00:0B:7A;Wave Science In
00:0B:7B;Test-Um Inc.
00:0B:7C;Telex Communica
00:0B:7D;SOLOMON EXTREME
00:0B:7E;SAGINOMIYA Seis
00:0B:7F;OmniWerks
00:0B:80;Lycium Networks
00:0B:81;Kaparel Corpora
00:0B:82;Grandstream Net
00:0B:83;DATAWATT B.V.
00:0B:84;BODET
00:0B:85;Cisco Systems
00:0B:86;Aruba Networks
00:0B:87;American Relian
00:0B:88;Vidisco ltd.
00:0B:89;Top Global Tech
00:0B:8A;MITEQ Inc.
00:0B:8B;KERAJET,S.A.
00:0B:8C;Flextronics
00:0B:8D;Avvio Networks
00:0B:8E;Ascent Corporat
00:0B:8F;AKITA ELECTRONI
00:0B:90;Adva Optical Ne
00:0B:91;Aglaia Gesellsc
00:0B:92;Ascom Danmark A
00:0B:93;Ritter Elektron
00:0B:94;Digital Monitor
00:0B:95;eBet Gaming Sys
00:0B:96;Innotrac Diagno
00:0B:97;Matsushita Elec
00:0B:98;NiceTechVision
00:0B:99;SensAble Techno
00:0B:9A;Shanghai Ulink 
00:0B:9B;Sirius System C
00:0B:9C;TriBeam Technol
00:0B:9D;TwinMOS Technol
00:0B:9E;Yasing Technolo
00:0B:9F;Neue ELSA GmbH
00:0B:A0;T&L Information
00:0B:A1;SYSCOM Ltd.
00:0B:A2;Sumitomo Electr
00:0B:A3;Siemens AG,I&S
00:0B:A4;Shiron Satellit
00:0B:A5;Quasar Cipta Ma
00:0B:A6;Miyakawa Electr
00:0B:A7;Maranti Network
00:0B:A8;HANBACK ELECTRO
00:0B:A9;CloudShield Tec
00:0B:AA;Aiphone co.,Ltd
00:0B:AB;Advantech Techn
00:0B:AC;3Com Ltd
00:0B:AD;PC-PoS Inc.
00:0B:AE;Vitals System I
00:0B:AF;WOOJU COMMUNICA
00:0B:B0;Sysnet Telemati
00:0B:B1;Super Star Tech
00:0B:B2;SMALLBIG TECHNO
00:0B:B3;RiT technologie
00:0B:B4;RDC Semiconduct
00:0B:B5;nStor Technolog
00:0B:B6;Mototech Inc.
00:0B:B7;Micro Systems C
00:0B:B8;Kihoku Electron
00:0B:B9;Imsys AB
00:0B:BA;Harmonic Broadb
00:0B:BB;Etin Systems Co
00:0B:BC;En Garde System
00:0B:BD;Connexionz Limi
00:0B:BE;Cisco Systems
00:0B:BF;Cisco Systems
00:0B:C0;China IWNComm C
00:0B:C1;Bay Microsystem
00:0B:C2;Corinex Communi
00:0B:C3;Multiplex,Inc.
00:0B:C4;BIOTRONIK GmbH 
00:0B:C5;SMC Networks,In
00:0B:C6;ISAC,Inc.
00:0B:C7;ICET S.p.A.
00:0B:C8;AirFlow Network
00:0B:C9;Electroline Equ
00:0B:CA;DATAVAN Interna
00:0B:CB;Fagor Automatio
00:0B:CC;JUSAN,S.A.
00:0B:CD;Hewlett Packard
00:0B:CE;Free2move AB
00:0B:CF;AGFA NDT INC.
00:0B:D0;XiMeta Technolo
00:0B:D1;Aeronix,Inc.
00:0B:D2;Remopro Technol
00:0B:D3;cd3o
00:0B:D4;Beijing Wise Te
00:0B:D5;Nvergence,Inc.
00:0B:D6;Paxton Access L
00:0B:D7;DORMA Time + Ac
00:0B:D8;Industrial Scie
00:0B:D9;General Hydroge
00:0B:DA;EyeCross Co.,In
00:0B:DB;Dell ESG PCBA T
00:0B:DC;AKCP
00:0B:DD;TOHOKU RICOH Co
00:0B:DE;TELDIX GmbH
00:0B:DF;Shenzhen Router
00:0B:E0;SercoNet Ltd.
00:0B:E1;Nokia NET Produ
00:0B:E2;Lumenera Corpor
00:0B:E3;Key Stream Co.,
00:0B:E4;Hosiden Corpora
00:0B:E5;HIMS Korea Co.,
00:0B:E6;Datel Electroni
00:0B:E7;COMFLUX TECHNOL
00:0B:E8;AOIP
00:0B:E9;Actel Corporati
00:0B:EA;Zultys Technolo
00:0B:EB;Systegra AG
00:0B:EC;NIPPON ELECTRIC
00:0B:ED;ELM Inc.
00:0B:EE;inc.jet,Incorpo
00:0B:EF;Code Corporatio
00:0B:F0;MoTEX Products 
00:0B:F1;LAP Laser Appli
00:0B:F2;Chih-Kan Techno
00:0B:F3;BAE SYSTEMS
00:0B:F4;PRIVATE
00:0B:F5;Shanghai Sibo T
00:0B:F6;Nitgen Co.,Ltd
00:0B:F7;NIDEK CO.,LTD
00:0B:F8;Infinera
00:0B:F9;Gemstone commun
00:0B:FA;EXEMYS SRL
00:0B:FB;D-NET Internati
00:0B:FC;Cisco Systems
00:0B:FD;Cisco Systems
00:0B:FE;CASTEL Broadban
